CrimeNumber,CrimeRegisteredDate,BriefFacts,CaseStatus,CrimeMajorHead,CrimeMinorHead,PoliceStation,District,Latitude,Longitude,CaseStatusID,CategoryID,GravityID,CrimeHeadID,CrimeSubHeadID,UnitID,DistrictID,OfficerID
KSP/DIS004/2026/02112,2026-01-13,"UPI Fraud reported at Chikkaballapura Traffic PS, Chikkaballapura. Brief: Fake QR code or deceptive payment request. Incident occurred near Chikkaballapura Traffic PS, Chikkaballapura, Karnataka.",Closed / Undetected,Cyber Crime & Online Fraud,UPI Fraud,Chikkaballapura Traffic PS,Chikkaballapura,13.4335,77.7295,CS006,CAT004,GR002,CH004,CSH012,U021,DIS004,OFF067
KSP/DIS005/2026/02113,2026-02-14,"Online Banking Fraud reported at Kolar Town PS, Kolar. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Kolar Town PS, Kolar, Karnataka.",Under Investigation,Cyber Crime & Online Fraud,Online Banking Fraud,Kolar Town PS,Kolar,13.0997,78.0921,CS001,CAT001,GR003,CH004,CSH013,U022,DIS005,OFF083
KSP/DIS006/2026/02114,2026-03-15,"Identity Theft reported at Tumakuru Central PS, Tumakuru. Brief: SIM swap or stolen credential impersonation. Incident occurred near Tumakuru Central PS, Tumakuru, Karnataka.",Charge Sheeted,Cyber Crime & Online Fraud,Identity Theft,Tumakuru Central PS,Tumakuru,13.3152,77.0775,CS002,CAT002,GR004,CH004,CSH014,U027,DIS006,OFF099
KSP/DIS007/2026/02115,2026-04-16,"ATM Fraud reported at Shivamogga Cyber Crime PS, Shivamogga. Brief: ATM skimming device or card cloning. Incident occurred near Shivamogga Cyber Crime PS, Shivamogga, Karnataka.",Pending Trial,Cyber Crime & Online Fraud,ATM Fraud,Shivamogga Cyber Crime PS,Shivamogga,13.9189,75.5571,CS003,CAT003,GR005,CH004,CSH015,U032,DIS007,OFF115
KSP/DIS008/2026/02116,2026-05-17,"Rape reported at Chitradurga Traffic PS, Chitradurga. Brief: Penal Code Section 376 prosecution. Incident occurred near Chitradurga Traffic PS, Chitradurga, Karnataka.",Convicted,Crime Against Women & Children,Rape,Chitradurga Traffic PS,Chitradurga,14.2271,76.4000,CS004,CAT004,GR001,CH005,CSH016,U037,DIS008,OFF116
KSP/DIS009/2026/02117,2026-06-18,"Sexual Assault reported at Davanagere Town PS, Davanagere. Brief: Outraging modesty and sexual harassment. Incident occurred near Davanagere Town PS, Davanagere, Karnataka.",Acquitted,Crime Against Women & Children,Sexual Assault,Davanagere Town PS,Davanagere,14.4314,75.8888,CS005,CAT001,GR002,CH005,CSH017,U038,DIS009,OFF132
KSP/DIS010/2026/02118,2026-07-19,"POCSO reported at Mysuru Central PS, Mysuru. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Mysuru Central PS, Mysuru, Karnataka.",Closed / Undetected,Crime Against Women & Children,POCSO,Mysuru Central PS,Mysuru,12.2758,76.6194,CS006,CAT002,GR003,CH005,CSH018,U043,DIS010,OFF148
KSP/DIS011/2026/02119,2026-08-20,"Domestic Violence reported at Mandya Cyber Crime PS, Mandya. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Mandya Cyber Crime PS, Mandya, Karnataka.",Under Investigation,Crime Against Women & Children,Domestic Violence,Mandya Cyber Crime PS,Mandya,12.5148,76.8881,CS001,CAT003,GR004,CH005,CSH019,U048,DIS011,OFF164
KSP/DIS012/2026/02120,2026-09-21,"Illegal Weapons reported at Hassan Traffic PS, Hassan. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Hassan Traffic PS, Hassan, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Illegal Weapons,Hassan Traffic PS,Hassan,13.0093,76.1064,CS002,CAT004,GR005,CH007,CSH020,U053,DIS012,OFF180
KSP/DIS013/2026/02121,2026-10-22,"Drug Trafficking reported at Chamarajanagara Town PS, Chamarajanagara. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Chamarajanagara Town PS, Chamarajanagara, Karnataka.",Pending Trial,Narcotics & Contraband,Drug Trafficking,Chamarajanagara Town PS,Chamarajanagara,11.8971,76.9147,CS003,CAT001,GR001,CH006,CSH021,U054,DIS013,OFF196
KSP/DIS014/2026/02122,2026-11-23,"Human Trafficking reported at Kodagu Central PS, Kodagu. Brief: Forced labor or trafficking rescue operation. Incident occurred near Kodagu Central PS, Kodagu, Karnataka.",Convicted,Organized Crime & Extortion,Human Trafficking,Kodagu Central PS,Kodagu,12.4084,75.7222,CS004,CAT002,GR002,CH007,CSH022,U059,DIS014,OFF212
KSP/DIS015/2026/02123,2026-12-24,"Gambling reported at Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru). Brief: Illegal betting & Matka operation bust. Incident occurred near Dakshina Kannada (Mangaluru) Cyber Crime PS, Dakshina Kannada (Mangaluru), Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Gambling,Dakshina Kannada (Mangaluru) Cyber Crime PS,Dakshina Kannada (Mangaluru),12.9111,74.8530,CS005,CAT003,GR003,CH012,CSH023,U064,DIS015,OFF228
KSP/DIS016/2026/02124,2026-01-25,"Wildlife Crime reported at Udupi Traffic PS, Udupi. Brief: Poaching of protected species or ivory seizure. Incident occurred near Udupi Traffic PS, Udupi, Karnataka.",Closed / Undetected,Environmental & Forest Crime,Wildlife Crime,Udupi Traffic PS,Udupi,13.3509,74.7521,CS006,CAT004,GR004,CH009,CSH024,U069,DIS016,OFF244
KSP/DIS017/2026/02125,2026-02-26,"Forest Crime reported at Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar). Brief: Illegal sandalwood or timber smuggling. Incident occurred near Uttara Kannada (Karwar) Town PS, Uttara Kannada (Karwar), Karnataka.",Under Investigation,Environmental & Forest Crime,Forest Crime,Uttara Kannada (Karwar) Town PS,Uttara Kannada (Karwar),14.7935,74.1053,CS001,CAT001,GR005,CH009,CSH025,U070,DIS017,OFF260
KSP/DIS018/2026/02126,2026-03-27,"Terror Related Activity reported at Belagavi Central PS, Belagavi. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Belagavi Central PS, Belagavi, Karnataka.",Charge Sheeted,Terror & National Security,Terror Related Activity,Belagavi Central PS,Belagavi,15.8377,74.4857,CS002,CAT002,GR001,CH010,CSH026,U075,DIS018,OFF276
KSP/DIS019/2026/02127,2026-04-28,"Corruption reported at Dharwad Cyber Crime PS, Dharwad. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Dharwad Cyber Crime PS, Dharwad, Karnataka.",Pending Trial,Economic & White Collar Offence,Corruption,Dharwad Cyber Crime PS,Dharwad,15.4599,75.0088,CS003,CAT003,GR002,CH008,CSH027,U080,DIS019,OFF292
KSP/DIS020/2026/02128,2026-05-01,"Economic Offence reported at Hubballi City Traffic PS, Hubballi City. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Hubballi City Traffic PS, Hubballi City, Karnataka.",Convicted,Economic & White Collar Offence,Economic Offence,Hubballi City Traffic PS,Hubballi City,15.3787,75.1380,CS004,CAT004,GR003,CH008,CSH028,U085,DIS020,OFF308
KSP/DIS021/2026/02129,2026-06-02,"White Collar Crime reported at Gadag Town PS, Gadag. Brief: Corporate embezzlement or insider fraud. Incident occurred near Gadag Town PS, Gadag, Karnataka.",Acquitted,Economic & White Collar Offence,White Collar Crime,Gadag Town PS,Gadag,15.4109,75.6108,CS005,CAT001,GR004,CH008,CSH029,U086,DIS021,OFF324
KSP/DIS022/2026/02130,2026-07-03,"Smuggling reported at Haveri Central PS, Haveri. Brief: Contraband gold or red sanders interception. Incident occurred near Haveri Central PS, Haveri, Karnataka.",Closed / Undetected,Organized Crime & Extortion,Smuggling,Haveri Central PS,Haveri,14.7866,75.3917,CS006,CAT002,GR005,CH007,CSH030,U091,DIS022,OFF340
KSP/DIS023/2026/02131,2026-08-04,"Extortion reported at Vijayapura Cyber Crime PS, Vijayapura. Brief: Demanding protection money under threat. Incident occurred near Vijayapura Cyber Crime PS, Vijayapura, Karnataka.",Under Investigation,Organized Crime & Extortion,Extortion,Vijayapura Cyber Crime PS,Vijayapura,16.8352,75.7150,CS001,CAT003,GR001,CH007,CSH031,U096,DIS023,OFF341
KSP/DIS024/2026/02132,2026-09-05,"Blackmail reported at Bagalkote Traffic PS, Bagalkote. Brief: Chantaje or extortion via compromised media. Incident occurred near Bagalkote Traffic PS, Bagalkote, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Blackmail,Bagalkote Traffic PS,Bagalkote,16.2033,75.7143,CS002,CAT004,GR002,CH007,CSH032,U101,DIS024,OFF357
KSP/DIS025/2026/02133,2026-10-06,"Counterfeit Currency reported at Kalaburagi Town PS, Kalaburagi. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Kalaburagi Town PS, Kalaburagi, Karnataka.",Pending Trial,Economic & White Collar Offence,Counterfeit Currency,Kalaburagi Town PS,Kalaburagi,17.3127,76.8173,CS003,CAT001,GR003,CH008,CSH033,U102,DIS025,OFF373
KSP/DIS026/2026/02134,2026-11-07,"Fake Documents reported at Bidar Central PS, Bidar. Brief: Forgery of land title deeds or government IDs. Incident occurred near Bidar Central PS, Bidar, Karnataka.",Convicted,Economic & White Collar Offence,Fake Documents,Bidar Central PS,Bidar,17.9064,77.5159,CS004,CAT002,GR004,CH008,CSH034,U107,DIS026,OFF389
KSP/DIS027/2026/02135,2026-12-08,"Hit and Run reported at Raichur Cyber Crime PS, Raichur. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Raichur Cyber Crime PS, Raichur, Karnataka.",Acquitted,Traffic & Road Incident,Hit and Run,Raichur Cyber Crime PS,Raichur,16.2166,77.3553,CS005,CAT003,GR005,CH011,CSH035,U112,DIS027,OFF405
KSP/DIS028/2026/02136,2026-01-09,"Road Accident reported at Koppal Traffic PS, Koppal. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Koppal Traffic PS, Koppal, Karnataka.",Closed / Undetected,Traffic & Road Incident,Road Accident,Koppal Traffic PS,Koppal,15.3725,76.1778,CS006,CAT004,GR001,CH011,CSH036,U117,DIS028,OFF421
KSP/DIS029/2026/02137,2026-02-10,"Fire Incident reported at Yadgir Town PS, Yadgir. Brief: Industrial or residential fire accident inquiry. Incident occurred near Yadgir Town PS, Yadgir, Karnataka.",Under Investigation,Public Disturbance & Miscellaneous,Fire Incident,Yadgir Town PS,Yadgir,16.7548,77.1222,CS001,CAT001,GR002,CH012,CSH037,U118,DIS029,OFF437
KSP/DIS030/2026/02138,2026-03-11,"Unknown Dead Body reported at Ballari Central PS, Ballari. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Ballari Central PS, Ballari, Karnataka.",Charge Sheeted,Public Disturbance & Miscellaneous,Unknown Dead Body,Ballari Central PS,Ballari,15.1394,76.9214,CS002,CAT002,GR003,CH012,CSH038,U123,DIS030,OFF453
KSP/DIS031/2026/02139,2026-04-12,"Suicide Investigation reported at Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete). Brief: Unnatural death and suicide note inquiry. Incident occurred near Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete), Karnataka.",Pending Trial,Public Disturbance & Miscellaneous,Suicide Investigation,Vijayanagara (Hospete) Cyber Crime PS,Vijayanagara (Hospete),15.2819,76.4039,CS003,CAT003,GR004,CH012,CSH039,U128,DIS031,OFF469
KSP/DIS001/2026/02140,2026-05-13,"Property Disputes reported at Indiranagar Police Station, Bengaluru Urban. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Indiranagar Police Station, Bengaluru Urban, Karnataka.",Convicted,Public Disturbance & Miscellaneous,Property Disputes,Indiranagar Police Station,Bengaluru Urban,13.0336,77.6566,CS004,CAT004,GR005,CH012,CSH040,U007,DIS001,OFF023
KSP/DIS002/2026/02141,2026-06-14,"Public Disturbance reported at Bengaluru Rural Town PS, Bengaluru Rural. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Bengaluru Rural Town PS, Bengaluru Rural, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Public Disturbance,Bengaluru Rural Town PS,Bengaluru Rural,13.2167,77.5660,CS005,CAT001,GR001,CH012,CSH041,U010,DIS002,OFF036
KSP/DIS003/2026/02142,2026-07-15,"Synthetic Drugs (MDMA) reported at Ramanagara Central PS, Ramanagara. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Ramanagara Central PS, Ramanagara, Karnataka.",Closed / Undetected,Narcotics & Contraband,Synthetic Drugs (MDMA),Ramanagara Central PS,Ramanagara,12.7199,77.2852,CS006,CAT002,GR002,CH006,CSH042,U015,DIS003,OFF052
KSP/DIS004/2026/02143,2026-08-16,"Murder reported at Chikkaballapura Cyber Crime PS, Chikkaballapura. Brief: Premeditated homicide investigation. Incident occurred near Chikkaballapura Cyber Crime PS, Chikkaballapura, Karnataka.",Under Investigation,Violent Crime,Murder,Chikkaballapura Cyber Crime PS,Chikkaballapura,13.4525,77.7485,CS001,CAT003,GR003,CH001,CSH001,U020,DIS004,OFF068
KSP/DIS005/2026/02144,2026-09-17,"Attempt to Murder reported at Kolar Traffic PS, Kolar. Brief: Violent assault with deadly weapon. Incident occurred near Kolar Traffic PS, Kolar, Karnataka.",Charge Sheeted,Violent Crime,Attempt to Murder,Kolar Traffic PS,Kolar,13.1667,78.1591,CS002,CAT004,GR004,CH001,CSH002,U025,DIS005,OFF084
KSP/DIS006/2026/02145,2026-10-18,"Assault & Grievous Hurt reported at Tumakuru Town PS, Tumakuru. Brief: Physical injury caused during gang/group clash. Incident occurred near Tumakuru Town PS, Tumakuru, Karnataka.",Pending Trial,Violent Crime,Assault & Grievous Hurt,Tumakuru Town PS,Tumakuru,13.3342,77.0965,CS003,CAT001,GR005,CH001,CSH003,U026,DIS006,OFF100
KSP/DIS007/2026/02146,2026-11-19,"Kidnapping reported at Shivamogga Central PS, Shivamogga. Brief: Abduction for ransom or coercion. Incident occurred near Shivamogga Central PS, Shivamogga, Karnataka.",Convicted,Violent Crime,Kidnapping,Shivamogga Central PS,Shivamogga,13.9379,75.5761,CS004,CAT002,GR001,CH001,CSH004,U031,DIS007,OFF101
KSP/DIS008/2026/02147,2026-12-20,"Missing Person reported at Chitradurga Cyber Crime PS, Chitradurga. Brief: Trace & locate missing citizen petition. Incident occurred near Chitradurga Cyber Crime PS, Chitradurga, Karnataka.",Acquitted,Violent Crime,Missing Person,Chitradurga Cyber Crime PS,Chitradurga,14.2461,76.4190,CS005,CAT003,GR002,CH001,CSH005,U036,DIS008,OFF117
KSP/DIS009/2026/02148,2026-01-21,"Theft reported at Davanagere Traffic PS, Davanagere. Brief: Larceny of personal or commercial goods. Incident occurred near Davanagere Traffic PS, Davanagere, Karnataka.",Closed / Undetected,Property Crime,Theft,Davanagere Traffic PS,Davanagere,14.4984,75.9558,CS006,CAT004,GR003,CH002,CSH006,U041,DIS009,OFF133
KSP/DIS010/2026/02149,2026-02-22,"Vehicle Theft reported at Mysuru Town PS, Mysuru. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Mysuru Town PS, Mysuru, Karnataka.",Under Investigation,Vehicle Theft,Vehicle Theft,Mysuru Town PS,Mysuru,12.2948,76.6384,CS001,CAT001,GR004,CH003,CSH007,U042,DIS010,OFF149
KSP/DIS011/2026/02150,2026-03-23,"Burglary reported at Mandya Central PS, Mandya. Brief: Overnight trespass and property theft. Incident occurred near Mandya Central PS, Mandya, Karnataka.",Charge Sheeted,Property Crime,Burglary,Mandya Central PS,Mandya,12.5338,76.9071,CS002,CAT002,GR005,CH002,CSH008,U047,DIS011,OFF165
KSP/DIS012/2026/02151,2026-04-24,"Robbery reported at Hassan Cyber Crime PS, Hassan. Brief: Armed robbery using force or coercion. Incident occurred near Hassan Cyber Crime PS, Hassan, Karnataka.",Pending Trial,Property Crime,Robbery,Hassan Cyber Crime PS,Hassan,13.0283,76.1254,CS003,CAT003,GR001,CH002,CSH009,U052,DIS012,OFF181
KSP/DIS013/2026/02152,2026-05-25,"Chain Snatching reported at Chamarajanagara Traffic PS, Chamarajanagara. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Chamarajanagara Traffic PS, Chamarajanagara, Karnataka.",Convicted,Property Crime,Chain Snatching,Chamarajanagara Traffic PS,Chamarajanagara,11.9641,76.9817,CS004,CAT004,GR002,CH002,CSH010,U057,DIS013,OFF197
KSP/DIS014/2026/02153,2026-06-26,"Cyber Crime reported at Kodagu Town PS, Kodagu. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Kodagu Town PS, Kodagu, Karnataka.",Acquitted,Cyber Crime & Online Fraud,Cyber Crime,Kodagu Town PS,Kodagu,12.4274,75.7412,CS005,CAT001,GR003,CH004,CSH011,U058,DIS014,OFF213
KSP/DIS015/2026/02154,2026-07-27,"UPI Fraud reported at Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru). Brief: Fake QR code or deceptive payment request. Incident occurred near Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru), Karnataka.",Closed / Undetected,Cyber Crime & Online Fraud,UPI Fraud,Dakshina Kannada (Mangaluru) Central PS,Dakshina Kannada (Mangaluru),12.9301,74.8720,CS006,CAT002,GR004,CH004,CSH012,U063,DIS015,OFF229
KSP/DIS016/2026/02155,2026-08-28,"Online Banking Fraud reported at Udupi Cyber Crime PS, Udupi. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Udupi Cyber Crime PS, Udupi, Karnataka.",Under Investigation,Cyber Crime & Online Fraud,Online Banking Fraud,Udupi Cyber Crime PS,Udupi,13.3699,74.7711,CS001,CAT003,GR005,CH004,CSH013,U068,DIS016,OFF245
KSP/DIS017/2026/02156,2026-09-01,"Identity Theft reported at Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar). Brief: SIM swap or stolen credential impersonation. Incident occurred near Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar), Karnataka.",Charge Sheeted,Cyber Crime & Online Fraud,Identity Theft,Uttara Kannada (Karwar) Traffic PS,Uttara Kannada (Karwar),14.8605,74.1723,CS002,CAT004,GR001,CH004,CSH014,U073,DIS017,OFF261
KSP/DIS018/2026/02157,2026-10-02,"ATM Fraud reported at Belagavi Town PS, Belagavi. Brief: ATM skimming device or card cloning. Incident occurred near Belagavi Town PS, Belagavi, Karnataka.",Pending Trial,Cyber Crime & Online Fraud,ATM Fraud,Belagavi Town PS,Belagavi,15.8567,74.5047,CS003,CAT001,GR002,CH004,CSH015,U074,DIS018,OFF277
KSP/DIS019/2026/02158,2026-11-03,"Rape reported at Dharwad Central PS, Dharwad. Brief: Penal Code Section 376 prosecution. Incident occurred near Dharwad Central PS, Dharwad, Karnataka.",Convicted,Crime Against Women & Children,Rape,Dharwad Central PS,Dharwad,15.4789,75.0278,CS004,CAT002,GR003,CH005,CSH016,U079,DIS019,OFF293
KSP/DIS020/2026/02159,2026-12-04,"Sexual Assault reported at Hubballi City Cyber Crime PS, Hubballi City. Brief: Outraging modesty and sexual harassment. Incident occurred near Hubballi City Cyber Crime PS, Hubballi City, Karnataka.",Acquitted,Crime Against Women & Children,Sexual Assault,Hubballi City Cyber Crime PS,Hubballi City,15.3977,75.1570,CS005,CAT003,GR004,CH005,CSH017,U084,DIS020,OFF309
KSP/DIS021/2026/02160,2026-01-05,"POCSO reported at Gadag Traffic PS, Gadag. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Gadag Traffic PS, Gadag, Karnataka.",Closed / Undetected,Crime Against Women & Children,POCSO,Gadag Traffic PS,Gadag,15.4779,75.6778,CS006,CAT004,GR005,CH005,CSH018,U089,DIS021,OFF325
KSP/DIS022/2026/02161,2026-02-06,"Domestic Violence reported at Haveri Town PS, Haveri. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Haveri Town PS, Haveri, Karnataka.",Under Investigation,Crime Against Women & Children,Domestic Violence,Haveri Town PS,Haveri,14.8056,75.4107,CS001,CAT001,GR001,CH005,CSH019,U090,DIS022,OFF326
KSP/DIS023/2026/02162,2026-03-07,"Illegal Weapons reported at Vijayapura Central PS, Vijayapura. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Vijayapura Central PS, Vijayapura, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Illegal Weapons,Vijayapura Central PS,Vijayapura,16.8542,75.7340,CS002,CAT002,GR002,CH007,CSH020,U095,DIS023,OFF342
KSP/DIS024/2026/02163,2026-04-08,"Drug Trafficking reported at Bagalkote Cyber Crime PS, Bagalkote. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Bagalkote Cyber Crime PS, Bagalkote, Karnataka.",Pending Trial,Narcotics & Contraband,Drug Trafficking,Bagalkote Cyber Crime PS,Bagalkote,16.2223,75.7333,CS003,CAT003,GR003,CH006,CSH021,U100,DIS024,OFF358
